customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,ChargeIncreaseRatio,TenureGroup,IsNewCustomer,ServiceCount,HasInternet,HasPhone,IsFiber,HasStreaming,HasSupportBundle,IsMonthToMonth,IsAutoPay,IsElectronicCheck,HasFamily,ChurnNumeric,ChurnProbability,PredictedChurn,ChurnRiskCohort
0689-NKYLF,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,83.2,1060.6,Yes,81.58461538461538,1.0198001131435035,Mid (13-24),0,2,1,1,1,1,1,1,0,1,0,1,0.8760652762909098,1,High Risk (>=70%)
0011-IGKFF,Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.0,1237.85,Yes,95.21923076923076,1.0292038615341117,Mid (13-24),0,4,1,1,1,1,1,1,0,1,1,1,0.8760412110836774,1,High Risk (>=70%)
9921-ZVRHG,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,1072.0,Yes,76.57142857142857,1.050652985074627,Mid (13-24),0,1,1,1,1,0,1,1,0,1,0,1,0.8756722110498214,1,High Risk (>=70%)
4806-KEXQR,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,81.075,0.9855072463768116,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.8756681673667047,1,High Risk (>=70%)
7577-SWIFR,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No,89.25,1.0,New (0-6),1,2,1,1,1,1,0,1,0,1,0,0,0.8754427873926595,1,High Risk (>=70%)
9185-TQCVP,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.15,1139.2,Yes,81.37142857142858,1.046436095505618,Mid (13-24),0,1,1,1,1,1,0,1,0,1,1,1,0.8750819692738642,1,High Risk (>=70%)
4369-HTUIF,Male,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.15,503.6,Yes,83.93333333333334,1.0144956314535345,New (0-6),1,2,1,1,1,1,1,1,1,0,0,1,0.8749289289671403,1,High Risk (>=70%)
3045-XETSH,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,Yes,95.345,0.9948083276522104,Early (7-12),0,3,1,1,1,1,1,1,0,1,0,1,0.874901116054553,1,High Risk (>=70%)
2034-GDRCN,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,Yes,84.1,1.0749108204518432,New (0-6),1,2,1,1,1,1,0,1,0,1,0,1,0.874626800365964,1,High Risk (>=70%)
2034-CGRHZ,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Yes,104.02916666666664,0.989626306724877,Mid (13-24),0,4,1,1,1,1,1,1,1,0,0,1,0.8745216719193268,1,High Risk (>=70%)
4373-MAVJG,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.9,1259.0,Yes,89.92857142857143,1.0108022239872916,Mid (13-24),0,2,1,1,1,1,0,1,1,0,1,1,0.8745163365677401,1,High Risk (>=70%)
5052-PNLOS,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,107.75,0.9777262180974478,New (0-6),1,4,1,1,1,1,1,1,1,0,0,1,0.8742753386139854,1,High Risk (>=70%)
8931-GJJIQ,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3,803.3,Yes,89.25555555555555,0.9332752396364996,Early (7-12),0,1,1,1,1,1,0,1,0,1,0,1,0.8739882727368727,1,High Risk (>=70%)
2516-VQRRV,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,Yes,79.2,0.9526515151515152,New (0-6),1,0,1,1,1,0,0,1,0,0,0,1,0.8739411780262389,1,High Risk (>=70%)
2430-USGXP,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,Yes,99.65833333333336,1.0139643782924992,Mid (13-24),0,3,1,1,1,1,1,1,0,1,1,1,0.873620160669265,1,High Risk (>=70%)
8922-LIEGH,Female,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.7,2187.55,Yes,87.50200000000001,1.025119425841695,Loyal (25-48),0,2,1,1,1,1,0,1,0,1,0,1,0.8731833340288593,1,High Risk (>=70%)
7786-WBJYI,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.95,305.55,Yes,76.3875,1.0204549173621338,New (0-6),1,1,1,1,1,0,0,1,1,0,0,1,0.8731808219024852,1,High Risk (>=70%)
4659-NZRUF,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,1789.25,Yes,94.17105263157896,1.0103954170741931,Mid (13-24),0,3,1,1,1,1,1,1,0,1,0,1,0.8730841859561663,1,High Risk (>=70%)
2344-JMOGN,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.85,890.6,Yes,98.95555555555556,0.9585111161015044,Early (7-12),0,4,1,1,1,1,1,1,0,0,1,1,0.8729799048518909,1,High Risk (>=70%)
8625-AZYZY,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.65,2542.45,Yes,105.93541666666664,0.98786603473028,Mid (13-24),0,4,1,1,1,1,1,1,0,1,1,1,0.8726181745520891,1,High Risk (>=70%)
8443-ZRDBZ,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,Yes,79.725,0.9539040451552212,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.8724952071152882,1,High Risk (>=70%)
6110-OHIHY,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,Yes,89.2,0.8884529147982062,New (0-6),1,1,1,1,1,1,0,1,0,1,0,1,0.8722706191766656,1,High Risk (>=70%)
2180-DXNEG,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,1062.1,Yes,88.50833333333333,1.0846436305432634,Early (7-12),0,3,1,1,1,1,1,1,0,1,0,1,0.8721397385325825,1,High Risk (>=70%)
3754-DXMRT,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,46.325,0.9530491095520776,New (0-6),1,0,1,1,0,0,0,1,0,1,0,1,0.8720235157699671,1,High Risk (>=70%)
3254-YRILK,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,Yes,93.46315789473684,0.9436873521792996,Mid (13-24),0,2,1,1,1,1,0,1,0,1,0,1,0.8715033692283979,1,High Risk (>=70%)
4385-GZQXV,Female,1,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,1511.2,Yes,94.45,1.0,Mid (13-24),0,3,1,1,1,1,1,1,0,1,0,1,0.8711883146096856,1,High Risk (>=70%)
0616-ATFGB,Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,Yes,25.05,1.0,New (0-6),1,0,1,0,0,0,0,1,0,1,1,1,0.8704887785672074,1,High Risk (>=70%)
7377-DMMRI,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.8,92.45,Yes,46.225,1.0340724716062737,New (0-6),1,1,1,1,0,0,1,1,0,1,0,1,0.8704395147631581,1,High Risk (>=70%)
3318-OSATS,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,3474.05,Yes,99.25857142857144,0.9616297980742936,Loyal (25-48),0,2,1,1,1,1,0,1,0,1,0,1,0.8700707366033116,1,High Risk (>=70%)
9741-YLNTD,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,No,87.05833333333334,1.0102421747870205,New (0-6),1,2,1,1,1,1,1,1,1,0,0,0,0.8699177610331267,1,High Risk (>=70%)
2636-OHFMN,Male,0,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.55,201.0,Yes,50.25,0.9661691542288556,New (0-6),1,3,1,0,0,1,0,1,0,1,1,1,0.869901634436165,1,High Risk (>=70%)
5980-NOPLP,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,99.18409090909093,0.96890538713595,Loyal (25-48),0,2,1,1,1,1,0,1,0,1,1,1,0.8698482416975789,1,High Risk (>=70%)
9874-QLCLH,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,102.55882352941175,1.0160022942357327,Mid (13-24),0,4,1,1,1,1,1,1,0,1,1,1,0.8697449964065926,1,High Risk (>=70%)
7508-MYBOG,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,1235.55,Yes,88.25357142857142,0.9755979118611146,Mid (13-24),0,1,1,1,1,1,0,1,0,1,1,1,0.8694204713009975,1,High Risk (>=70%)
6127-ISGTU,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95,1378.25,Yes,86.140625,0.986178124433158,Mid (13-24),0,1,1,1,1,1,0,1,0,1,1,1,0.8693346370741812,1,High Risk (>=70%)
4817-QRJSX,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.0,818.05,Yes,81.80499999999999,0.9901595257013632,Early (7-12),0,1,1,1,1,0,0,1,1,0,0,1,0.8691436162116934,1,High Risk (>=70%)
8634-MPHTR,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,Yes,103.63936170212766,0.9653668100306916,Loyal (25-48),0,3,1,1,1,1,1,1,0,1,1,1,0.8688454045731191,1,High Risk (>=70%)
6821-BUXUX,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5,Yes,95.73076923076924,1.0096022498995585,Mid (13-24),0,3,1,1,1,1,1,1,0,1,0,1,0.8686859929319678,1,High Risk (>=70%)
0947-MUGVO,Male,1,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,Yes,73.175,1.0064912880081995,Mid (13-24),0,1,1,1,1,0,0,1,0,1,1,1,0.8685299461538254,1,High Risk (>=70%)
3317-HRTNN,Female,1,No,No,5,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198.0,Yes,39.6,1.154040404040404,New (0-6),1,2,1,0,0,1,0,1,0,1,0,1,0.868329604951705,1,High Risk (>=70%)
7595-EUIVN,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,Yes,75.8,1.0,New (0-6),1,1,1,1,1,0,0,1,0,1,0,1,0.8682025022865586,1,High Risk (>=70%)
9894-EZEWG,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,74.3,Yes,74.3,1.0,New (0-6),1,1,1,1,1,0,0,1,1,0,0,1,0.8681135745194356,1,High Risk (>=70%)
2108-XWMPY,Male,0,No,No,3,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.45,106.85,Yes,35.61666666666667,0.9953205428170332,New (0-6),1,2,1,0,0,0,1,1,0,0,0,1,0.8678701071444355,1,High Risk (>=70%)
7831-QGOXH,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,1553.9,Yes,86.32777777777778,0.9869360962738916,Mid (13-24),0,1,1,1,1,1,0,1,0,1,0,1,0.8677744939064053,1,High Risk (>=70%)
9330-IJWIO,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,Yes,104.52692307692308,0.9600397394855944,Mid (13-24),0,3,1,1,1,1,1,1,0,1,0,1,0.8677253668474145,1,High Risk (>=70%)
2685-SREOM,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,2368.4,Yes,94.736,0.9405083600743116,Loyal (25-48),0,2,1,1,1,1,1,1,0,1,1,1,0.8676796051970488,1,High Risk (>=70%)
6029-WTIPC,Male,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,Yes,101.19054054054054,0.9991052469918936,Loyal (25-48),0,3,1,1,1,1,1,1,0,1,0,1,0.8675983687543426,1,High Risk (>=70%)
2026-TGDHM,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,523.15,Yes,74.73571428571428,1.061072350186371,Early (7-12),0,1,1,1,1,1,0,1,0,1,0,1,0.8670683613173005,1,High Risk (>=70%)
6390-DSAZX,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,Yes,73.6,1.0,New (0-6),1,1,1,1,1,0,1,1,0,0,1,1,0.8670292890582261,1,High Risk (>=70%)
3663-MITLP,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Yes,97.15,1.0422027792074111,Mid (13-24),0,4,1,1,1,1,1,1,0,1,0,1,0.8669527360311581,1,High Risk (>=70%)
1618-CFHME,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,143.35,Yes,71.675,1.0589466341123126,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.8668134289256579,1,High Risk (>=70%)
8266-VBFQL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,No,89.1625,1.0138791532314595,New (0-6),1,3,1,1,1,1,1,1,0,1,0,0,0.8659277894461896,1,High Risk (>=70%)
7825-ECJRF,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,101.81315789473685,1.0470159476853884,Mid (13-24),0,5,1,1,1,1,1,1,0,1,0,1,0.8655295281064097,1,High Risk (>=70%)
4074-SJFFA,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,Yes,54.75,1.0,New (0-6),1,1,1,1,0,1,0,1,0,0,0,1,0.8654853235062194,1,High Risk (>=70%)
8429-XIBUM,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1,Yes,105.32272727272726,0.9622804367528376,Mid (13-24),0,3,1,1,1,1,1,1,1,0,0,1,0.8654578025597652,1,High Risk (>=70%)
7249-WBIYX,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,Yes,81.385,1.0517908705535417,Early (7-12),0,1,1,1,1,1,0,1,0,1,1,1,0.8652597848000816,1,High Risk (>=70%)
4587-VVTOX,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,545.2,Yes,90.86666666666667,1.1588407923697723,New (0-6),1,4,1,1,1,1,1,1,0,1,1,1,0.8650832949979218,1,High Risk (>=70%)
3329-WDIOK,Female,0,No,No,3,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,155.35,Yes,51.78333333333333,0.9771483746379144,New (0-6),1,3,1,0,0,1,0,1,0,1,0,1,0.8649440073499616,1,High Risk (>=70%)
4625-EWPTF,Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Yes,28.30625,1.0757341576506956,Early (7-12),0,1,1,0,0,0,1,1,0,1,0,1,0.8648705508101092,1,High Risk (>=70%)
3934-HXCFZ,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.25,2186.4,Yes,95.0608695652174,1.0440678741309914,Mid (13-24),0,4,1,1,1,1,1,1,0,1,1,1,0.8645476985011343,1,High Risk (>=70%)
3473-XIIIT,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,Yes,95.921875,1.0425150676005863,Mid (13-24),0,3,1,1,1,1,0,1,0,1,1,1,0.8644739867012697,1,High Risk (>=70%)
3398-ZOUAA,Male,1,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,1474.75,Yes,70.22619047619048,0.983963383624343,Mid (13-24),0,0,1,1,1,0,0,1,0,1,1,1,0.8641430508316896,1,High Risk (>=70%)
0727-IWKVK,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.9,741.7,Yes,82.41111111111111,0.9695294593501416,Early (7-12),0,2,1,1,1,0,1,1,0,1,1,1,0.8640391427442317,1,High Risk (>=70%)
4585-HETAI,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45,Yes,81.3625,0.9064372407435858,New (0-6),1,1,1,1,1,0,1,1,0,1,1,1,0.8638512401768756,1,High Risk (>=70%)
4140-MUHUG,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,Yes,73.64999999999999,1.1792260692464358,New (0-6),1,2,1,1,1,1,1,1,0,1,0,1,0.8635320321154631,1,High Risk (>=70%)
8111-SLLHI,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes,109.86666666666667,0.961620145631068,Loyal (25-48),0,4,1,1,1,1,1,1,0,1,1,1,0.8635201188489664,1,High Risk (>=70%)
8485-GJCDN,Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,Yes,63.7,1.083987441130298,New (0-6),1,0,1,1,1,0,0,1,0,0,0,1,0.8635162593924144,1,High Risk (>=70%)
5804-LEPIM,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,Yes,69.525,1.011866235167206,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.863424999748903,1,High Risk (>=70%)
1612-EOHDH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,45.15,Yes,45.15,1.0,New (0-6),1,0,1,1,0,0,0,1,0,1,0,1,0.8633002850966686,1,High Risk (>=70%)
2962-XPMCQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.15,98.5,Yes,49.25,0.916751269035533,New (0-6),1,0,1,1,0,0,0,1,0,1,0,1,0.8631811529708989,1,High Risk (>=70%)
0236-HFWSV,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes,96.31,0.9692659121586542,Mid (13-24),0,2,1,1,1,1,0,1,0,1,0,1,0.8631148028013804,1,High Risk (>=70%)
9851-QXEEQ,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,4346.4,Yes,106.00975609756097,0.9876449475427942,Loyal (25-48),0,4,1,1,1,1,1,1,0,1,0,1,0.8629720779557795,1,High Risk (>=70%)
3338-CVVEH,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,No,97.79583333333332,0.9668101060883644,Early (7-12),0,2,1,1,1,1,0,1,0,1,0,0,0.8628455620122848,1,High Risk (>=70%)
5649-ANRML,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,90.125,1.0552011095700415,New (0-6),1,4,1,1,1,1,1,1,1,0,0,1,0.8625199894327406,1,High Risk (>=70%)
3372-KWFBM,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,1281.0,Yes,80.0625,1.081654957064793,Mid (13-24),0,1,1,1,1,1,0,1,0,1,0,1,0.8624963306115009,1,High Risk (>=70%)
1564-NTYXF,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.0,1127.2,Yes,86.70769230769231,0.9457061745919092,Mid (13-24),0,1,1,1,1,1,0,1,0,1,0,1,0.8624566135001387,1,High Risk (>=70%)
7156-MHUGY,Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,Yes,92.39615384615384,0.9794780002497606,Mid (13-24),0,2,1,1,1,1,0,1,0,1,0,1,0.8623251989387959,1,High Risk (>=70%)
6331-EWIEB,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.25,1734.5,Yes,86.725,0.9829922167771692,Mid (13-24),0,1,1,1,1,1,0,1,0,1,0,1,0.8620476768721455,1,High Risk (>=70%)
5442-BHQNG,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,139.25,No,69.625,1.0104129263913824,New (0-6),1,0,1,1,1,0,0,1,0,1,0,0,0.8619286760971168,1,High Risk (>=70%)
3320-VEOYC,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,No,90.95,1.051126992853216,Mid (13-24),0,2,1,1,1,1,0,1,0,1,0,0,0.8616906961174386,1,High Risk (>=70%)
1428-GTBJJ,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,824.75,Yes,74.97727272727273,0.9943013034252802,Early (7-12),0,1,1,1,1,0,0,1,0,1,0,1,0.8615717308011548,1,High Risk (>=70%)
2408-WITXK,Female,1,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,329.8,Yes,32.980000000000004,1.052152819890843,Early (7-12),0,1,1,0,0,1,0,1,0,1,0,1,0.8611540676415852,1,High Risk (>=70%)
4763-PGDPO,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281.0,Yes,70.25,1.002135231316726,New (0-6),1,0,1,1,1,0,0,1,0,1,0,1,0.8611396816788276,1,High Risk (>=70%)
4971-PUYQO,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Yes,100.91111111111113,0.9369632239594804,Loyal (25-48),0,2,1,1,1,1,0,1,0,0,0,1,0.8609933295914364,1,High Risk (>=70%)
7613-LLQFO,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,1059.55,Yes,88.29583333333333,0.956443773299986,Early (7-12),0,1,1,1,1,1,0,1,0,1,0,1,0.8608745939252767,1,High Risk (>=70%)
8040-MNRTF,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,No,71.1,1.0,New (0-6),1,0,1,1,1,0,0,1,0,0,0,0,0.8603845468194875,1,High Risk (>=70%)
0511-JTEOY,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,Yes,71.1,1.0,New (0-6),1,0,1,1,1,0,0,1,0,0,0,1,0.8603845468194875,1,High Risk (>=70%)
2754-SDJRD,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,No,113.56875,0.8818446975950691,Early (7-12),0,3,1,1,1,1,1,1,1,0,0,0,0.8597670212705188,1,High Risk (>=70%)
1704-NRWYE,Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,83.51666666666667,0.968070245459988,Early (7-12),0,1,1,1,1,1,0,1,0,1,0,1,0.8595638983177762,1,High Risk (>=70%)
4094-NSEDU,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1973.75,Yes,93.98809523809524,1.002786573780874,Mid (13-24),0,2,1,1,1,1,0,1,0,1,0,1,0.8592662514358554,1,High Risk (>=70%)
7363-QTBIW,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,No,85.45555555555556,0.9332336497204524,Early (7-12),0,1,1,1,1,1,0,1,0,1,1,0,0.8592425263425328,1,High Risk (>=70%)
0231-LXVAP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,Yes,75.9,1.0,New (0-6),1,1,1,1,1,0,1,1,0,1,0,1,0.8590084196719069,1,High Risk (>=70%)
5669-SRAIP,Female,0,No,No,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,Yes,42.15,0.937129300118624,New (0-6),1,2,1,0,0,1,1,1,0,1,0,1,0.8589254417735589,1,High Risk (>=70%)
